0 FILE 4162pb233.dat
0 Tile 1 x 8 with White Stud Measurements 1-8 Pattern
3 16 12.590 0.000 -0.130 11.100 0.000 1.360 9.720 0.000 0.390
3 16 9.720 0.000 0.390 12.370 0.000 -0.940 12.590 0.000 -0.130
3 16 6.000 0.000 2.860 0.380 0.000 10.000 0.380 0.000 -10.000
3 16 0.380 0.000 -10.000 6.000 0.000 -0.730 6.000 0.000 2.860
3 16 6.000 0.000 2.860 7.400 0.000 2.860 0.380 0.000 10.000
3 16 11.140 0.000 2.970 19.630 0.000 10.000 0.380 0.000 10.000
3 16 0.380 0.000 10.000 7.400 0.000 2.860 11.140 0.000 2.970
3 16 11.140 0.000 2.970 12.280 0.000 2.740 19.630 0.000 10.000
3 16 12.280 0.000 2.740 13.190 0.000 2.110 19.630 0.000 10.000
3 16 13.190 0.000 2.110 13.790 0.000 1.170 19.630 0.000 10.000
3 16 13.790 0.000 1.170 14.000 0.000 0.000 19.630 0.000 10.000
3 16 19.630 0.000 -10.000 19.630 0.000 10.000 14.000 0.000 0.000
3 16 14.000 0.000 0.000 13.900 0.000 -0.790 19.630 0.000 -10.000
3 16 19.630 0.000 -10.000 13.900 0.000 -0.790 13.600 0.000 -1.510
3 16 19.630 0.000 -10.000 13.600 0.000 -1.510 13.120 0.000 -2.140
3 16 19.630 0.000 -10.000 13.120 0.000 -2.140 12.470 0.000 -2.640
3 16 10.250 0.000 -1.960 0.380 0.000 -10.000 19.630 0.000 -10.000
3 16 19.630 0.000 -10.000 12.470 0.000 -2.640 10.250 0.000 -1.960
3 16 10.250 0.000 -1.960 6.000 0.000 -0.730 0.380 0.000 -10.000
3 16 32.460 0.000 -0.540 32.580 0.000 0.000 32.470 0.000 0.540
3 16 32.470 0.000 0.540 32.150 0.000 -0.980 32.460 0.000 -0.540
3 16 28.360 0.000 0.410 26.000 0.000 2.170 28.350 0.000 0.320
3 16 29.770 0.000 -0.540 30.090 0.000 0.980 29.770 0.000 0.540
3 16 29.770 0.000 0.540 29.650 0.000 0.000 29.770 0.000 -0.540
3 16 30.080 0.000 -0.970 30.540 0.000 -1.270 30.090 0.000 0.980
3 16 30.090 0.000 0.980 29.770 0.000 -0.540 30.080 0.000 -0.970
3 16 32.150 0.000 0.970 31.690 0.000 1.270 32.150 0.000 -0.980
3 16 32.150 0.000 -0.980 32.470 0.000 0.540 32.150 0.000 0.970
3 16 30.540 0.000 -1.270 30.550 0.000 1.270 30.090 0.000 0.980
3 16 31.120 0.000 -1.380 31.120 0.000 1.380 30.550 0.000 1.270
3 16 30.550 0.000 1.270 30.540 0.000 -1.270 31.120 0.000 -1.380
3 16 31.120 0.000 1.380 31.120 0.000 -1.380 31.680 0.000 -1.270
3 16 31.690 0.000 1.270 31.120 0.000 1.380 31.680 0.000 -1.270
3 16 31.680 0.000 -1.270 32.150 0.000 -0.980 31.690 0.000 1.270
3 16 28.660 0.000 1.390 26.000 0.000 2.170 28.360 0.000 0.410
3 16 29.250 0.000 2.190 26.000 0.000 2.170 28.660 0.000 1.390
3 16 26.000 0.000 0.300 26.000 0.000 2.170 20.380 0.000 10.000
3 16 20.380 0.000 10.000 20.380 0.000 -10.000 26.000 0.000 0.300
3 16 30.090 0.000 2.730 20.380 0.000 10.000 26.000 0.000 2.170
3 16 26.000 0.000 2.170 29.250 0.000 2.190 30.090 0.000 2.730
3 16 31.120 0.000 2.930 39.630 0.000 10.000 20.380 0.000 10.000
3 16 20.380 0.000 10.000 30.090 0.000 2.730 31.120 0.000 2.930
3 16 39.630 0.000 10.000 31.120 0.000 2.930 32.240 0.000 2.700
3 16 39.630 0.000 10.000 32.240 0.000 2.700 33.150 0.000 2.070
3 16 33.150 0.000 2.070 33.770 0.000 1.140 39.630 0.000 10.000
3 16 39.630 0.000 10.000 33.770 0.000 1.140 34.000 0.000 0.000
3 16 34.000 0.000 0.000 39.630 0.000 -10.000 39.630 0.000 10.000
3 16 39.630 0.000 -10.000 34.000 0.000 0.000 33.770 0.000 -1.140
3 16 39.630 0.000 -10.000 33.770 0.000 -1.140 33.150 0.000 -2.070
3 16 39.630 0.000 -10.000 33.150 0.000 -2.070 32.240 0.000 -2.700
3 16 39.630 0.000 -10.000 32.240 0.000 -2.700 31.120 0.000 -2.930
3 16 31.120 0.000 -2.930 20.380 0.000 -10.000 39.630 0.000 -10.000
3 16 20.380 0.000 -10.000 31.120 0.000 -2.930 30.120 0.000 -2.750
3 16 20.380 0.000 -10.000 30.120 0.000 -2.750 29.240 0.000 -2.230
3 16 20.380 0.000 -10.000 29.240 0.000 -2.230 26.000 0.000 0.300
3 16 46.000 0.000 3.340 40.380 0.000 10.000 40.380 0.000 -10.000
3 16 40.380 0.000 -10.000 46.000 0.000 -3.310 46.000 0.000 3.340
3 16 54.000 0.000 -1.470 59.630 0.000 10.000 40.380 0.000 10.000
3 16 40.380 0.000 10.000 46.000 0.000 3.340 54.000 0.000 -1.470
3 16 54.000 0.000 -3.340 59.630 0.000 -10.000 59.630 0.000 10.000
3 16 59.630 0.000 10.000 54.000 0.000 -1.470 54.000 0.000 -3.340
3 16 59.630 0.000 -10.000 54.000 0.000 -3.340 47.430 0.000 0.560
3 16 47.430 0.000 0.560 47.430 0.000 -3.310 59.630 0.000 -10.000
3 16 47.430 0.000 -3.310 46.000 0.000 -3.310 40.380 0.000 -10.000
3 16 40.380 0.000 -10.000 59.630 0.000 -10.000 47.430 0.000 -3.310
3 16 70.570 0.000 -2.370 69.100 0.000 -2.220 68.270 0.000 -2.420
3 16 68.270 0.000 -2.420 71.040 0.000 -2.560 70.570 0.000 -2.370
3 16 70.560 0.000 2.360 69.100 0.000 2.210 69.770 0.000 1.600
3 16 69.100 0.000 -2.220 70.570 0.000 -2.370 69.770 0.000 -1.610
3 16 70.560 0.000 2.360 71.040 0.000 2.560 68.270 0.000 2.420
3 16 68.270 0.000 2.420 69.100 0.000 2.210 70.560 0.000 2.360
3 16 70.820 0.000 -0.780 71.160 0.000 -1.010 71.570 0.000 -1.100
3 16 71.570 0.000 -1.100 70.590 0.000 -0.430 70.820 0.000 -0.780
3 16 71.570 0.000 -1.100 71.990 0.000 -1.010 72.330 0.000 -0.780
3 16 72.330 0.000 -0.780 72.560 0.000 -0.430 71.570 0.000 -1.100
3 16 67.580 0.000 -0.660 67.880 0.000 -0.860 68.250 0.000 -0.940
3 16 68.250 0.000 -0.940 68.250 0.000 0.930 67.580 0.000 -0.660
3 16 68.250 0.000 -0.940 68.620 0.000 -0.860 68.920 0.000 -0.660
3 16 68.920 0.000 -0.660 69.120 0.000 -0.360 68.250 0.000 -0.940
3 16 68.250 0.000 -0.940 69.120 0.000 -0.360 69.190 0.000 0.000
3 16 69.190 0.000 0.000 68.250 0.000 0.930 68.250 0.000 -0.940
3 16 72.560 0.000 -0.430 72.640 0.000 0.000 70.590 0.000 -0.430
3 16 70.590 0.000 -0.430 71.570 0.000 -1.100 72.560 0.000 -0.430
3 16 70.510 0.000 0.000 70.590 0.000 -0.430 72.640 0.000 0.000
3 16 72.640 0.000 0.000 72.560 0.000 0.430 70.590 0.000 0.430
3 16 70.590 0.000 0.430 70.510 0.000 0.000 72.640 0.000 0.000
3 16 67.880 0.000 0.860 67.580 0.000 0.660 67.380 0.000 0.360
3 16 67.380 0.000 0.360 67.310 0.000 0.000 67.880 0.000 0.860
3 16 68.250 0.000 0.930 69.190 0.000 0.000 69.120 0.000 0.360
3 16 68.250 0.000 0.930 67.880 0.000 0.860 67.310 0.000 0.000
3 16 67.310 0.000 0.000 67.380 0.000 -0.360 68.250 0.000 0.930
3 16 68.620 0.000 0.860 68.250 0.000 0.930 69.120 0.000 0.360
3 16 69.120 0.000 0.360 68.920 0.000 0.660 68.620 0.000 0.860
3 16 68.250 0.000 0.930 67.380 0.000 -0.360 67.580 0.000 -0.660
3 16 72.330 0.000 0.780 71.990 0.000 1.010 71.570 0.000 1.090
3 16 71.570 0.000 1.090 72.560 0.000 0.430 72.330 0.000 0.780
3 16 70.590 0.000 0.430 72.560 0.000 0.430 71.570 0.000 1.090
3 16 71.570 0.000 1.090 71.160 0.000 1.010 70.820 0.000 0.780
3 16 70.820 0.000 0.780 70.590 0.000 0.430 71.570 0.000 1.090
3 16 66.000 0.000 0.000 66.170 0.000 0.970 60.380 0.000 10.000
3 16 60.380 0.000 10.000 60.380 0.000 -10.000 66.000 0.000 0.000
3 16 60.380 0.000 10.000 66.170 0.000 0.970 66.640 0.000 1.730
3 16 66.640 0.000 1.730 67.360 0.000 2.240 60.380 0.000 10.000
3 16 67.360 0.000 2.240 68.270 0.000 2.420 60.380 0.000 10.000
3 16 68.270 0.000 2.420 71.040 0.000 2.560 60.380 0.000 10.000
3 16 71.040 0.000 2.560 71.570 0.000 2.630 80.000 0.000 10.000
3 16 80.000 0.000 10.000 60.380 0.000 10.000 71.040 0.000 2.560
3 16 71.570 0.000 2.630 72.520 0.000 2.430 80.000 0.000 10.000
3 16 72.520 0.000 2.430 73.290 0.000 1.880 80.000 0.000 10.000
3 16 73.290 0.000 1.880 73.810 0.000 1.050 80.000 0.000 10.000
3 16 74.000 0.000 0.000 80.000 0.000 -10.000 80.000 0.000 10.000
3 16 80.000 0.000 10.000 73.810 0.000 1.050 74.000 0.000 0.000
3 16 80.000 0.000 -10.000 74.000 0.000 0.000 73.810 0.000 -1.060
3 16 80.000 0.000 -10.000 73.810 0.000 -1.060 73.290 0.000 -1.890
3 16 80.000 0.000 -10.000 73.290 0.000 -1.890 72.520 0.000 -2.430
3 16 72.520 0.000 -2.430 71.570 0.000 -2.630 80.000 0.000 -10.000
3 16 71.040 0.000 -2.560 60.380 0.000 -10.000 80.000 0.000 -10.000
3 16 80.000 0.000 -10.000 71.570 0.000 -2.630 71.040 0.000 -2.560
3 16 60.380 0.000 -10.000 71.040 0.000 -2.560 68.270 0.000 -2.420
3 16 60.380 0.000 -10.000 68.270 0.000 -2.420 67.350 0.000 -2.240
3 16 60.380 0.000 -10.000 67.350 0.000 -2.240 66.640 0.000 -1.740
3 16 60.380 0.000 -10.000 66.640 0.000 -1.740 66.170 0.000 -0.980
3 16 60.380 0.000 -10.000 66.170 0.000 -0.980 66.000 0.000 0.000
3 15 -72.570 0.000 -0.210 -74.000 0.000 1.420 -74.000 0.000 -1.120
3 15 -74.000 0.000 -1.120 -72.570 0.000 -1.420 -72.570 0.000 -0.210
3 15 -66.000 0.000 -0.210 -66.000 0.000 1.420 -74.000 0.000 1.420
3 15 -74.000 0.000 1.420 -72.570 0.000 -0.210 -66.000 0.000 -0.210
3 15 -59.630 0.000 10.000 -60.380 0.000 10.000 -60.380 0.000 -10.000
3 15 -60.380 0.000 -10.000 -59.630 0.000 -10.000 -59.630 0.000 10.000
3 15 -50.820 0.000 2.660 -51.520 0.000 2.730 -51.510 0.000 1.120
3 15 -51.510 0.000 1.120 -50.830 0.000 0.980 -50.820 0.000 2.660
3 15 -47.410 0.000 0.280 -46.000 0.000 -2.730 -46.000 0.000 2.730
3 15 -46.000 0.000 2.730 -47.410 0.000 2.730 -47.410 0.000 0.280
3 15 -52.400 0.000 -2.340 -51.410 0.000 -2.570 -51.410 0.000 -1.110
3 15 -51.410 0.000 -1.110 -52.260 0.000 -0.710 -52.400 0.000 -2.340
3 15 -53.800 0.000 1.190 -52.510 0.000 0.470 -52.280 0.000 0.810
3 15 -52.280 0.000 0.810 -53.250 0.000 2.020 -53.800 0.000 1.190
3 15 -52.510 0.000 0.470 -53.800 0.000 1.190 -54.000 0.000 0.110
3 15 -54.000 0.000 0.110 -52.590 0.000 0.070 -52.510 0.000 0.470
3 15 -53.220 0.000 -1.750 -52.400 0.000 -2.340 -52.260 0.000 -0.710
3 15 -52.260 0.000 -0.710 -53.790 0.000 -0.910 -53.220 0.000 -1.750
3 15 -49.440 0.000 1.900 -50.190 0.000 0.580 -46.000 0.000 -2.730
3 15 -46.000 0.000 -2.730 -47.410 0.000 0.280 -49.440 0.000 1.900
3 15 -53.790 0.000 -0.910 -52.260 0.000 -0.710 -52.510 0.000 -0.360
3 15 -49.440 0.000 1.900 -50.270 0.000 2.470 -50.830 0.000 0.980
3 15 -50.830 0.000 0.980 -50.190 0.000 0.580 -49.440 0.000 1.900
3 15 -52.460 0.000 2.540 -51.930 0.000 1.040 -51.510 0.000 1.120
3 15 -51.510 0.000 1.120 -51.520 0.000 2.730 -52.460 0.000 2.540
3 15 -51.930 0.000 1.040 -52.460 0.000 2.540 -53.250 0.000 2.020
3 15 -53.250 0.000 2.020 -52.280 0.000 0.810 -51.930 0.000 1.040
3 15 -50.270 0.000 2.470 -50.820 0.000 2.660 -50.830 0.000 0.980
3 15 -52.590 0.000 0.070 -54.000 0.000 0.110 -53.790 0.000 -0.910
3 15 -53.790 0.000 -0.910 -52.510 0.000 -0.360 -52.590 0.000 0.070
3 15 -39.630 0.000 10.000 -40.380 0.000 10.000 -40.380 0.000 -10.000
3 15 -40.380 0.000 -10.000 -39.630 0.000 -10.000 -39.630 0.000 10.000
3 15 -32.230 0.000 -0.720 -33.200 0.000 -1.670 -32.460 0.000 -2.220
3 15 -32.460 0.000 -2.220 -31.540 0.000 -1.060 -32.230 0.000 -0.720
3 15 -33.200 0.000 -1.670 -32.230 0.000 -0.720 -32.430 0.000 -0.420
3 15 -32.430 0.000 -0.420 -33.700 0.000 -0.900 -33.200 0.000 -1.670
3 15 -29.420 0.000 0.320 -30.130 0.000 1.650 -30.850 0.000 0.590
3 15 -30.850 0.000 0.590 -30.660 0.000 0.250 -29.420 0.000 0.320
3 15 -31.160 0.000 0.800 -30.850 0.000 0.590 -30.130 0.000 1.650
3 15 -30.130 0.000 1.650 -30.770 0.000 2.240 -31.160 0.000 0.800
3 15 -30.130 0.000 1.650 -29.190 0.000 0.720 -28.830 0.000 0.990
3 15 -28.830 0.000 0.990 -29.780 0.000 2.100 -30.130 0.000 1.650
3 15 -30.130 0.000 1.650 -29.420 0.000 0.320 -29.190 0.000 0.720
3 15 -33.200 0.000 1.770 -32.230 0.000 0.600 -31.930 0.000 0.810
3 15 -31.930 0.000 0.810 -32.480 0.000 2.270 -33.200 0.000 1.770
3 15 -26.090 0.000 1.100 -26.630 0.000 1.950 -27.580 0.000 0.760
3 15 -27.580 0.000 0.760 -27.360 0.000 0.410 -26.090 0.000 1.100
3 15 -33.700 0.000 -0.900 -32.430 0.000 -0.420 -32.500 0.000 -0.050
3 15 -32.500 0.000 -0.050 -33.890 0.000 -0.010 -33.700 0.000 -0.900
3 15 -27.280 0.000 -0.040 -27.360 0.000 -0.460 -26.070 0.000 -0.970
3 15 -26.070 0.000 -0.970 -25.890 0.000 -0.010 -27.280 0.000 -0.040
3 15 -29.370 0.000 2.410 -29.780 0.000 2.100 -28.830 0.000 0.990
3 15 -28.830 0.000 0.990 -28.880 0.000 2.600 -29.370 0.000 2.410
3 15 -30.770 0.000 2.240 -31.620 0.000 2.450 -31.550 0.000 0.880
3 15 -31.550 0.000 0.880 -31.160 0.000 0.800 -30.770 0.000 2.240
3 15 -30.660 0.000 0.250 -30.590 0.000 -0.190 -29.500 0.000 -0.190
3 15 -29.500 0.000 -0.190 -29.420 0.000 0.320 -30.660 0.000 0.250
3 15 -31.550 0.000 0.880 -31.620 0.000 2.450 -32.480 0.000 2.270
3 15 -32.480 0.000 2.270 -31.930 0.000 0.810 -31.550 0.000 0.880
3 15 -28.360 0.000 1.080 -27.920 0.000 1.000 -27.410 0.000 2.480
3 15 -27.410 0.000 2.480 -28.320 0.000 2.670 -28.360 0.000 1.080
3 15 -26.630 0.000 1.950 -27.410 0.000 2.480 -27.920 0.000 1.000
3 15 -27.920 0.000 1.000 -27.580 0.000 0.760 -26.630 0.000 1.950
3 15 -27.360 0.000 0.410 -27.280 0.000 -0.040 -25.890 0.000 -0.010
3 15 -25.890 0.000 -0.010 -26.090 0.000 1.100 -27.360 0.000 0.410
3 15 -28.360 0.000 1.080 -28.320 0.000 2.670 -28.880 0.000 2.600
3 15 -28.880 0.000 2.600 -28.830 0.000 0.990 -28.360 0.000 1.080
3 15 -32.460 0.000 -2.220 -31.540 0.000 -2.460 -31.540 0.000 -2.010
3 15 -27.350 0.000 -2.420 -27.910 0.000 -1.100 -28.340 0.000 -1.230
3 15 -28.340 0.000 -1.230 -28.340 0.000 -2.670 -27.350 0.000 -2.420
3 15 -27.910 0.000 -1.100 -27.350 0.000 -2.420 -26.580 0.000 -1.810
3 15 -26.580 0.000 -1.810 -27.570 0.000 -0.830 -27.910 0.000 -1.100
3 15 -32.460 0.000 -2.220 -31.540 0.000 -2.010 -31.540 0.000 -1.060
3 15 -33.700 0.000 1.000 -32.430 0.000 0.300 -32.230 0.000 0.600
